image_path,folder,filename,stem,parts,part0,part1,part2
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f0_330_b6efb8e7.jpg,ba-ce-ca_468,ba-ce-ca_f0_330_b6efb8e7.jpg,ba-ce-ca_f0_330_b6efb8e7,"['ba-ce-ca', 'f0', '330', 'b6efb8e7']",ba-ce-ca,f0,330
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f0_406_6983939c.jpg,ba-ce-ca_468,ba-ce-ca_f0_406_6983939c.jpg,ba-ce-ca_f0_406_6983939c,"['ba-ce-ca', 'f0', '406', '6983939c']",ba-ce-ca,f0,406
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f0_439_4c731419.jpg,ba-ce-ca_468,ba-ce-ca_f0_439_4c731419.jpg,ba-ce-ca_f0_439_4c731419,"['ba-ce-ca', 'f0', '439', '4c731419']",ba-ce-ca,f0,439
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f0_73_3875c968.jpg,ba-ce-ca_468,ba-ce-ca_f0_73_3875c968.jpg,ba-ce-ca_f0_73_3875c968,"['ba-ce-ca', 'f0', '73', '3875c968']",ba-ce-ca,f0,73
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f0_85_9907ba6f.jpg,ba-ce-ca_468,ba-ce-ca_f0_85_9907ba6f.jpg,ba-ce-ca_f0_85_9907ba6f,"['ba-ce-ca', 'f0', '85', '9907ba6f']",ba-ce-ca,f0,85
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_0_d2c77aa8.jpg,ba-ce-ca_468,ba-ce-ca_f1_0_d2c77aa8.jpg,ba-ce-ca_f1_0_d2c77aa8,"['ba-ce-ca', 'f1', '0', 'd2c77aa8']",ba-ce-ca,f1,0
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_101_0ac16a51.jpg,ba-ce-ca_468,ba-ce-ca_f1_101_0ac16a51.jpg,ba-ce-ca_f1_101_0ac16a51,"['ba-ce-ca', 'f1', '101', '0ac16a51']",ba-ce-ca,f1,101
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_103_cbe2462e.jpg,ba-ce-ca_468,ba-ce-ca_f1_103_cbe2462e.jpg,ba-ce-ca_f1_103_cbe2462e,"['ba-ce-ca', 'f1', '103', 'cbe2462e']",ba-ce-ca,f1,103
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_106_ce8b4aba.jpg,ba-ce-ca_468,ba-ce-ca_f1_106_ce8b4aba.jpg,ba-ce-ca_f1_106_ce8b4aba,"['ba-ce-ca', 'f1', '106', 'ce8b4aba']",ba-ce-ca,f1,106
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_110_eb8fc90c.jpg,ba-ce-ca_468,ba-ce-ca_f1_110_eb8fc90c.jpg,ba-ce-ca_f1_110_eb8fc90c,"['ba-ce-ca', 'f1', '110', 'eb8fc90c']",ba-ce-ca,f1,110
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_111_c11dc056.jpg,ba-ce-ca_468,ba-ce-ca_f1_111_c11dc056.jpg,ba-ce-ca_f1_111_c11dc056,"['ba-ce-ca', 'f1', '111', 'c11dc056']",ba-ce-ca,f1,111
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_115_60a66b9e.jpg,ba-ce-ca_468,ba-ce-ca_f1_115_60a66b9e.jpg,ba-ce-ca_f1_115_60a66b9e,"['ba-ce-ca', 'f1', '115', '60a66b9e']",ba-ce-ca,f1,115
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_118_4eff46ba.jpg,ba-ce-ca_468,ba-ce-ca_f1_118_4eff46ba.jpg,ba-ce-ca_f1_118_4eff46ba,"['ba-ce-ca', 'f1', '118', '4eff46ba']",ba-ce-ca,f1,118
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_119_0e6bfff5.jpg,ba-ce-ca_468,ba-ce-ca_f1_119_0e6bfff5.jpg,ba-ce-ca_f1_119_0e6bfff5,"['ba-ce-ca', 'f1', '119', '0e6bfff5']",ba-ce-ca,f1,119
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_11_d2e96d34.jpg,ba-ce-ca_468,ba-ce-ca_f1_11_d2e96d34.jpg,ba-ce-ca_f1_11_d2e96d34,"['ba-ce-ca', 'f1', '11', 'd2e96d34']",ba-ce-ca,f1,11
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_120_d42a9167.jpg,ba-ce-ca_468,ba-ce-ca_f1_120_d42a9167.jpg,ba-ce-ca_f1_120_d42a9167,"['ba-ce-ca', 'f1', '120', 'd42a9167']",ba-ce-ca,f1,120
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_123_34f2d6c1.jpg,ba-ce-ca_468,ba-ce-ca_f1_123_34f2d6c1.jpg,ba-ce-ca_f1_123_34f2d6c1,"['ba-ce-ca', 'f1', '123', '34f2d6c1']",ba-ce-ca,f1,123
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_126_9fd62a19.jpg,ba-ce-ca_468,ba-ce-ca_f1_126_9fd62a19.jpg,ba-ce-ca_f1_126_9fd62a19,"['ba-ce-ca', 'f1', '126', '9fd62a19']",ba-ce-ca,f1,126
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_132_b1ef8944.jpg,ba-ce-ca_468,ba-ce-ca_f1_132_b1ef8944.jpg,ba-ce-ca_f1_132_b1ef8944,"['ba-ce-ca', 'f1', '132', 'b1ef8944']",ba-ce-ca,f1,132
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_135_740692c6.jpg,ba-ce-ca_468,ba-ce-ca_f1_135_740692c6.jpg,ba-ce-ca_f1_135_740692c6,"['ba-ce-ca', 'f1', '135', '740692c6']",ba-ce-ca,f1,135
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_142_21a8b19f.jpg,ba-ce-ca_468,ba-ce-ca_f1_142_21a8b19f.jpg,ba-ce-ca_f1_142_21a8b19f,"['ba-ce-ca', 'f1', '142', '21a8b19f']",ba-ce-ca,f1,142
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_153_900c5726.jpg,ba-ce-ca_468,ba-ce-ca_f1_153_900c5726.jpg,ba-ce-ca_f1_153_900c5726,"['ba-ce-ca', 'f1', '153', '900c5726']",ba-ce-ca,f1,153
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_158_5add9542.jpg,ba-ce-ca_468,ba-ce-ca_f1_158_5add9542.jpg,ba-ce-ca_f1_158_5add9542,"['ba-ce-ca', 'f1', '158', '5add9542']",ba-ce-ca,f1,158
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_15_cdb9d51c.jpg,ba-ce-ca_468,ba-ce-ca_f1_15_cdb9d51c.jpg,ba-ce-ca_f1_15_cdb9d51c,"['ba-ce-ca', 'f1', '15', 'cdb9d51c']",ba-ce-ca,f1,15
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_160_ee637782.jpg,ba-ce-ca_468,ba-ce-ca_f1_160_ee637782.jpg,ba-ce-ca_f1_160_ee637782,"['ba-ce-ca', 'f1', '160', 'ee637782']",ba-ce-ca,f1,160
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_162_e3b5c999.jpg,ba-ce-ca_468,ba-ce-ca_f1_162_e3b5c999.jpg,ba-ce-ca_f1_162_e3b5c999,"['ba-ce-ca', 'f1', '162', 'e3b5c999']",ba-ce-ca,f1,162
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_164_3c8898ce.jpg,ba-ce-ca_468,ba-ce-ca_f1_164_3c8898ce.jpg,ba-ce-ca_f1_164_3c8898ce,"['ba-ce-ca', 'f1', '164', '3c8898ce']",ba-ce-ca,f1,164
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_167_a2898cb7.jpg,ba-ce-ca_468,ba-ce-ca_f1_167_a2898cb7.jpg,ba-ce-ca_f1_167_a2898cb7,"['ba-ce-ca', 'f1', '167', 'a2898cb7']",ba-ce-ca,f1,167
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_168_375fb0b6.jpg,ba-ce-ca_468,ba-ce-ca_f1_168_375fb0b6.jpg,ba-ce-ca_f1_168_375fb0b6,"['ba-ce-ca', 'f1', '168', '375fb0b6']",ba-ce-ca,f1,168
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_170_e11d8a55.jpg,ba-ce-ca_468,ba-ce-ca_f1_170_e11d8a55.jpg,ba-ce-ca_f1_170_e11d8a55,"['ba-ce-ca', 'f1', '170', 'e11d8a55']",ba-ce-ca,f1,170
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_179_3cd463a6.jpg,ba-ce-ca_468,ba-ce-ca_f1_179_3cd463a6.jpg,ba-ce-ca_f1_179_3cd463a6,"['ba-ce-ca', 'f1', '179', '3cd463a6']",ba-ce-ca,f1,179
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_183_bf74c808.jpg,ba-ce-ca_468,ba-ce-ca_f1_183_bf74c808.jpg,ba-ce-ca_f1_183_bf74c808,"['ba-ce-ca', 'f1', '183', 'bf74c808']",ba-ce-ca,f1,183
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_186_10ed2d0e.jpg,ba-ce-ca_468,ba-ce-ca_f1_186_10ed2d0e.jpg,ba-ce-ca_f1_186_10ed2d0e,"['ba-ce-ca', 'f1', '186', '10ed2d0e']",ba-ce-ca,f1,186
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_18_9f0704d5.jpg,ba-ce-ca_468,ba-ce-ca_f1_18_9f0704d5.jpg,ba-ce-ca_f1_18_9f0704d5,"['ba-ce-ca', 'f1', '18', '9f0704d5']",ba-ce-ca,f1,18
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_191_3887855c.jpg,ba-ce-ca_468,ba-ce-ca_f1_191_3887855c.jpg,ba-ce-ca_f1_191_3887855c,"['ba-ce-ca', 'f1', '191', '3887855c']",ba-ce-ca,f1,191
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_194_ac8651d8.jpg,ba-ce-ca_468,ba-ce-ca_f1_194_ac8651d8.jpg,ba-ce-ca_f1_194_ac8651d8,"['ba-ce-ca', 'f1', '194', 'ac8651d8']",ba-ce-ca,f1,194
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_195_fb324416.jpg,ba-ce-ca_468,ba-ce-ca_f1_195_fb324416.jpg,ba-ce-ca_f1_195_fb324416,"['ba-ce-ca', 'f1', '195', 'fb324416']",ba-ce-ca,f1,195
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_196_855a18d1.jpg,ba-ce-ca_468,ba-ce-ca_f1_196_855a18d1.jpg,ba-ce-ca_f1_196_855a18d1,"['ba-ce-ca', 'f1', '196', '855a18d1']",ba-ce-ca,f1,196
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_197_e48d91bb.jpg,ba-ce-ca_468,ba-ce-ca_f1_197_e48d91bb.jpg,ba-ce-ca_f1_197_e48d91bb,"['ba-ce-ca', 'f1', '197', 'e48d91bb']",ba-ce-ca,f1,197
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_198_4e66d9b6.jpg,ba-ce-ca_468,ba-ce-ca_f1_198_4e66d9b6.jpg,ba-ce-ca_f1_198_4e66d9b6,"['ba-ce-ca', 'f1', '198', '4e66d9b6']",ba-ce-ca,f1,198
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_19_edaf72df.jpg,ba-ce-ca_468,ba-ce-ca_f1_19_edaf72df.jpg,ba-ce-ca_f1_19_edaf72df,"['ba-ce-ca', 'f1', '19', 'edaf72df']",ba-ce-ca,f1,19
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_208_18094354.jpg,ba-ce-ca_468,ba-ce-ca_f1_208_18094354.jpg,ba-ce-ca_f1_208_18094354,"['ba-ce-ca', 'f1', '208', '18094354']",ba-ce-ca,f1,208
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_211_6eab9709.jpg,ba-ce-ca_468,ba-ce-ca_f1_211_6eab9709.jpg,ba-ce-ca_f1_211_6eab9709,"['ba-ce-ca', 'f1', '211', '6eab9709']",ba-ce-ca,f1,211
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_232_5b80aba1.jpg,ba-ce-ca_468,ba-ce-ca_f1_232_5b80aba1.jpg,ba-ce-ca_f1_232_5b80aba1,"['ba-ce-ca', 'f1', '232', '5b80aba1']",ba-ce-ca,f1,232
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_233_9b470afe.jpg,ba-ce-ca_468,ba-ce-ca_f1_233_9b470afe.jpg,ba-ce-ca_f1_233_9b470afe,"['ba-ce-ca', 'f1', '233', '9b470afe']",ba-ce-ca,f1,233
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_245_32402e8c.jpg,ba-ce-ca_468,ba-ce-ca_f1_245_32402e8c.jpg,ba-ce-ca_f1_245_32402e8c,"['ba-ce-ca', 'f1', '245', '32402e8c']",ba-ce-ca,f1,245
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_250_04672ea1.jpg,ba-ce-ca_468,ba-ce-ca_f1_250_04672ea1.jpg,ba-ce-ca_f1_250_04672ea1,"['ba-ce-ca', 'f1', '250', '04672ea1']",ba-ce-ca,f1,250
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_25_95ac125f.jpg,ba-ce-ca_468,ba-ce-ca_f1_25_95ac125f.jpg,ba-ce-ca_f1_25_95ac125f,"['ba-ce-ca', 'f1', '25', '95ac125f']",ba-ce-ca,f1,25
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_26_4ea4ab5f.jpg,ba-ce-ca_468,ba-ce-ca_f1_26_4ea4ab5f.jpg,ba-ce-ca_f1_26_4ea4ab5f,"['ba-ce-ca', 'f1', '26', '4ea4ab5f']",ba-ce-ca,f1,26
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_28_1b1a8cfb.jpg,ba-ce-ca_468,ba-ce-ca_f1_28_1b1a8cfb.jpg,ba-ce-ca_f1_28_1b1a8cfb,"['ba-ce-ca', 'f1', '28', '1b1a8cfb']",ba-ce-ca,f1,28
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_296_7091705f.jpg,ba-ce-ca_468,ba-ce-ca_f1_296_7091705f.jpg,ba-ce-ca_f1_296_7091705f,"['ba-ce-ca', 'f1', '296', '7091705f']",ba-ce-ca,f1,296
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_29_ab4abc3e.jpg,ba-ce-ca_468,ba-ce-ca_f1_29_ab4abc3e.jpg,ba-ce-ca_f1_29_ab4abc3e,"['ba-ce-ca', 'f1', '29', 'ab4abc3e']",ba-ce-ca,f1,29
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_2_a7821ca7.jpg,ba-ce-ca_468,ba-ce-ca_f1_2_a7821ca7.jpg,ba-ce-ca_f1_2_a7821ca7,"['ba-ce-ca', 'f1', '2', 'a7821ca7']",ba-ce-ca,f1,2
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_305_ea2d3af7.jpg,ba-ce-ca_468,ba-ce-ca_f1_305_ea2d3af7.jpg,ba-ce-ca_f1_305_ea2d3af7,"['ba-ce-ca', 'f1', '305', 'ea2d3af7']",ba-ce-ca,f1,305
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_312_5423e2d3.jpg,ba-ce-ca_468,ba-ce-ca_f1_312_5423e2d3.jpg,ba-ce-ca_f1_312_5423e2d3,"['ba-ce-ca', 'f1', '312', '5423e2d3']",ba-ce-ca,f1,312
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_32_8762fce8.jpg,ba-ce-ca_468,ba-ce-ca_f1_32_8762fce8.jpg,ba-ce-ca_f1_32_8762fce8,"['ba-ce-ca', 'f1', '32', '8762fce8']",ba-ce-ca,f1,32
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_339_ee9728f1.jpg,ba-ce-ca_468,ba-ce-ca_f1_339_ee9728f1.jpg,ba-ce-ca_f1_339_ee9728f1,"['ba-ce-ca', 'f1', '339', 'ee9728f1']",ba-ce-ca,f1,339
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_34_2dbfde71.jpg,ba-ce-ca_468,ba-ce-ca_f1_34_2dbfde71.jpg,ba-ce-ca_f1_34_2dbfde71,"['ba-ce-ca', 'f1', '34', '2dbfde71']",ba-ce-ca,f1,34
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_351_951300e7.jpg,ba-ce-ca_468,ba-ce-ca_f1_351_951300e7.jpg,ba-ce-ca_f1_351_951300e7,"['ba-ce-ca', 'f1', '351', '951300e7']",ba-ce-ca,f1,351
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_357_e668628c.jpg,ba-ce-ca_468,ba-ce-ca_f1_357_e668628c.jpg,ba-ce-ca_f1_357_e668628c,"['ba-ce-ca', 'f1', '357', 'e668628c']",ba-ce-ca,f1,357
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_360_83167c5a.jpg,ba-ce-ca_468,ba-ce-ca_f1_360_83167c5a.jpg,ba-ce-ca_f1_360_83167c5a,"['ba-ce-ca', 'f1', '360', '83167c5a']",ba-ce-ca,f1,360
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_376_4517c65b.jpg,ba-ce-ca_468,ba-ce-ca_f1_376_4517c65b.jpg,ba-ce-ca_f1_376_4517c65b,"['ba-ce-ca', 'f1', '376', '4517c65b']",ba-ce-ca,f1,376
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_388_99c3570d.jpg,ba-ce-ca_468,ba-ce-ca_f1_388_99c3570d.jpg,ba-ce-ca_f1_388_99c3570d,"['ba-ce-ca', 'f1', '388', '99c3570d']",ba-ce-ca,f1,388
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_393_b18b6e01.jpg,ba-ce-ca_468,ba-ce-ca_f1_393_b18b6e01.jpg,ba-ce-ca_f1_393_b18b6e01,"['ba-ce-ca', 'f1', '393', 'b18b6e01']",ba-ce-ca,f1,393
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_39_af9d45b0.jpg,ba-ce-ca_468,ba-ce-ca_f1_39_af9d45b0.jpg,ba-ce-ca_f1_39_af9d45b0,"['ba-ce-ca', 'f1', '39', 'af9d45b0']",ba-ce-ca,f1,39
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_408_ed74e398.jpg,ba-ce-ca_468,ba-ce-ca_f1_408_ed74e398.jpg,ba-ce-ca_f1_408_ed74e398,"['ba-ce-ca', 'f1', '408', 'ed74e398']",ba-ce-ca,f1,408
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_412_d33a7aeb.jpg,ba-ce-ca_468,ba-ce-ca_f1_412_d33a7aeb.jpg,ba-ce-ca_f1_412_d33a7aeb,"['ba-ce-ca', 'f1', '412', 'd33a7aeb']",ba-ce-ca,f1,412
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_415_a9de5402.jpg,ba-ce-ca_468,ba-ce-ca_f1_415_a9de5402.jpg,ba-ce-ca_f1_415_a9de5402,"['ba-ce-ca', 'f1', '415', 'a9de5402']",ba-ce-ca,f1,415
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_421_02b1a2a6.jpg,ba-ce-ca_468,ba-ce-ca_f1_421_02b1a2a6.jpg,ba-ce-ca_f1_421_02b1a2a6,"['ba-ce-ca', 'f1', '421', '02b1a2a6']",ba-ce-ca,f1,421
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_424_e82cda3e.jpg,ba-ce-ca_468,ba-ce-ca_f1_424_e82cda3e.jpg,ba-ce-ca_f1_424_e82cda3e,"['ba-ce-ca', 'f1', '424', 'e82cda3e']",ba-ce-ca,f1,424
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_432_7aa128d6.jpg,ba-ce-ca_468,ba-ce-ca_f1_432_7aa128d6.jpg,ba-ce-ca_f1_432_7aa128d6,"['ba-ce-ca', 'f1', '432', '7aa128d6']",ba-ce-ca,f1,432
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_447_67de8c6b.jpg,ba-ce-ca_468,ba-ce-ca_f1_447_67de8c6b.jpg,ba-ce-ca_f1_447_67de8c6b,"['ba-ce-ca', 'f1', '447', '67de8c6b']",ba-ce-ca,f1,447
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_448_4442aec6.jpg,ba-ce-ca_468,ba-ce-ca_f1_448_4442aec6.jpg,ba-ce-ca_f1_448_4442aec6,"['ba-ce-ca', 'f1', '448', '4442aec6']",ba-ce-ca,f1,448
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_44_6e2b2c6a.jpg,ba-ce-ca_468,ba-ce-ca_f1_44_6e2b2c6a.jpg,ba-ce-ca_f1_44_6e2b2c6a,"['ba-ce-ca', 'f1', '44', '6e2b2c6a']",ba-ce-ca,f1,44
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_452_250e8552.jpg,ba-ce-ca_468,ba-ce-ca_f1_452_250e8552.jpg,ba-ce-ca_f1_452_250e8552,"['ba-ce-ca', 'f1', '452', '250e8552']",ba-ce-ca,f1,452
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_46_4938b2e7.jpg,ba-ce-ca_468,ba-ce-ca_f1_46_4938b2e7.jpg,ba-ce-ca_f1_46_4938b2e7,"['ba-ce-ca', 'f1', '46', '4938b2e7']",ba-ce-ca,f1,46
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ba-ce-ca_468\ba-ce-ca_f1_49_ddae49c6.jpg,ba-ce-ca_468,ba-ce-ca_f1_49_ddae49c6.jpg,ba-ce-ca_f1_49_ddae49c6,"['ba-ce-ca', 'f1', '49', 'ddae49c6']",ba-ce-ca,f1,49
